,"name","value","year","lastValue","rank"
767,"Ukraine","233.16501686234815",2029,"228.764259702834",23
768,"Thailand","209.18223079622135",2024,"204.3289336464238",23
769,"Ukraine","241.96653118137647",2031,"237.56577402186235",23
770,"Ukraine","255.16880265991904",2034,"250.76804550040487",23
771,"Thailand","218.8888250958165",2026,"214.03552794601893",23
772,"Thailand","189.76904219703107",2020,"189.76904219703107",23
773,"Ukraine","237.56577402186235",2030,"233.16501686234815",23
774,"Thailand","194.62233934682865",2021,"189.76904219703107",23
775,"Ukraine","250.76804550040487",2033,"246.3672883408907",23
776,"Thailand","199.47563649662624",2022,"194.62233934682865",23
777,"Thailand","223.74212224561407",2027,"218.8888250958165",23
778,"Thailand","214.03552794601893",2025,"209.18223079622135",23
779,"Ukraine","321.1801600526316",2049,"316.77940289311744",23
780,"Thailand","204.3289336464238",2023,"199.47563649662624",23
781,"Thailand","228.59541939541165",2028,"223.74212224561407",23
782,"Vietnam","226.0610005816464",2041,"221.78815089136305",24
783,"Egypt","209.4781333384616",2037,"205.837850060324",24
784,"Egypt","151.2336008882592",2021,"147.59331761012152",24
785,"Vietnam","230.3338502719298",2042,"226.0610005816464",24
786,"Vietnam","213.24245151079623",2038,"208.9696018205128",24
787,"Egypt","191.27671694777337",2032,"187.6364336696357",24
788,"Poland","157.0",2018,"153.0",24
789,"Vietnam","255.9709484136302",2048,"251.69809872334685",24
790,"Egypt","154.87388416639683",2022,"151.2336008882592",24
